Invoice_ID,Branch,City,Customer_type,Gender,Product_line, unit_price ,Quantity,Tax_5%,Total,Date,Time,Payment,gross_margin_percentage,gross_income,Rating
340-66-0321,A,Yangon,Member,Male,Electronic accessories, ? 94.00 ,4,7.272, ? 383.27 ,3/25/2019,13:07:00,Cash,476.19%,7.272,7.6
868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle, ? 84.00 ,9,9.909, ? 765.91 ,02-07-2019,18:48:00,Cash,476.19%,9.909,6.8
634-97-8956,A,Yangon,Normal,Male,Food and beverages, ? 64.00 ,3,4.935, ? 196.94 ,2/17/2019,17:27:00,Credit card,476.19%,4.935,9.1
566-71-1091,A,Yangon,Normal,Male,Fashion accessories, ? 58.00 ,5,19.255, ? 309.26 ,02-03-2019,15:59:00,Cash,476.19%,19.255,5.5
442-48-3607,A,Yangon,Member,Male,Food and beverages, ? 53.00 ,2,2.348, ? 108.35 ,3/14/2019,11:21:00,Credit card,476.19%,2.348,7.9
835-16-0096,C,Naypyitaw,Member,Male,Sports and travel, ? 47.00 ,5,3.675, ? 238.68 ,3/24/2019,13:48:00,Ewallet,476.19%,3.675,8.5
527-09-6272,A,Yangon,Member,Female,Electronic accessories, ? 65.00 ,5,7.113, ? 332.11 ,3/21/2019,10:17:00,Credit card,476.19%,7.113,9.1
898-04-2717,A,Yangon,Normal,Male,Fashion accessories, ? 84.00 ,9,34.38, ? 790.38 ,3/19/2019,15:49:00,Ewallet,476.19%,34.38,7.5
692-27-8933,B,Mandalay,Normal,Female,Sports and travel, ? 82.00 ,6,17.385, ? 509.39 ,2/24/2019,13:02:00,Cash,476.19%,17.385,5.2
633-09-3463,C,Naypyitaw,Normal,Female,Electronic accessories, ? 83.00 ,3,7.148, ? 256.15 ,3/28/2019,12:58:00,Credit card,476.19%,7.148,9.5
374-17-3652,B,Mandalay,Member,Female,Food and beverages, ? 81.00 ,9,19.269, ? 748.27 ,02-05-2019,15:26:00,Credit card,476.19%,19.269,8.9
378-07-7001,B,Mandalay,Member,Male,Electronic accessories, ? 69.00 ,3,7.214, ? 214.21 ,02-10-2019,18:23:00,Credit card,476.19%,7.214,7.8
433-75-6987,B,Mandalay,Member,Female,Health and beauty, ? 78.00 ,7,19.59, ? 565.59 ,03-05-2019,19:06:00,Ewallet,476.19%,19.59,8.9
873-95-4984,B,Mandalay,Member,Female,Health and beauty, ? 57.00 ,7,26.915, ? 425.92 ,2/15/2019,20:21:00,Cash,476.19%,26.915,7.7
416-13-5917,C,Naypyitaw,Normal,Female,Food and beverages, ? 74.00 ,5,24.258, ? 394.26 ,1/30/2019,16:24:00,Ewallet,476.19%,24.258,9.3
150-89-8043,A,Yangon,Normal,Male,Sports and travel, ? 93.00 ,3,6.698, ? 285.70 ,2/14/2019,15:04:00,Cash,476.19%,6.698,6.2
135-84-8019,A,Yangon,Normal,Female,Fashion accessories, ? 82.00 ,9,35.069, ? 773.07 ,2/27/2019,16:10:00,Ewallet,476.19%,35.069,7.6
441-94-7118,A,Yangon,Member,Male,Electronic accessories, ? 90.00 ,1,3.598, ? 93.60 ,02-04-2019,12:14:00,Cash,476.19%,3.598,7.3
725-96-3778,C,Naypyitaw,Member,Female,Home and lifestyle, ? 62.00 ,8,35.7, ? 531.70 ,1/20/2019,10:13:00,Cash,476.19%,35.7,4.7
531-80-1784,A,Yangon,Normal,Male,Electronic accessories, ? 52.00 ,7,9.107, ? 373.11 ,3/28/2019,17:38:00,Cash,476.19%,9.107,5.1
400-45-1220,B,Mandalay,Normal,Female,Health and beauty, ? 96.00 ,10,6.75, ? 966.75 ,2/27/2019,11:06:00,Credit card,476.19%,6.75,4.8
860-79-0874,C,Naypyitaw,Member,Female,Fashion accessories, ? 49.00 ,10,49.65, ? 539.65 ,2/15/2019,14:53:00,Credit card,476.19%,49.65,6.6
834-61-8124,A,Yangon,Normal,Male,Electronic accessories, ? 63.00 ,7,18.092, ? 459.09 ,1/26/2019,18:22:00,Cash,476.19%,18.092,5.5
115-99-4379,B,Mandalay,Member,Female,Fashion accessories, ? 78.00 ,7,19.156, ? 565.16 ,3/14/2019,19:02:00,Credit card,476.19%,19.156,8.5
565-67-6697,B,Mandalay,Member,Male,Home and lifestyle, ? 98.00 ,9,12.15, ? 894.15 ,03-02-2019,14:16:00,Cash,476.19%,12.15,4.8
320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories, ? 51.00 ,1,1.512, ? 52.51 ,03-04-2019,15:44:00,Cash,476.19%,1.512,8.4
889-04-9723,B,Mandalay,Member,Female,Food and beverages, ? 69.00 ,4,17.828, ? 293.83 ,01-07-2019,12:20:00,Credit card,476.19%,17.828,7.8
632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories, ? 64.00 ,10,18.775, ? 658.78 ,03-08-2019,20:01:00,Credit card,476.19%,18.775,9.3
554-42-2417,C,Naypyitaw,Normal,Female,Sports and travel, ? 82.00 ,10,47.72, ? 867.72 ,01-09-2019,13:45:00,Cash,476.19%,47.72,5.2
453-63-6187,B,Mandalay,Normal,Male,Electronic accessories, ? 83.00 ,3,4.125, ? 253.13 ,03-01-2019,15:40:00,Ewallet,476.19%,4.125,6.5
578-80-7669,B,Mandalay,Normal,Male,Sports and travel, ? 68.00 ,1,3.749, ? 71.75 ,3/16/2019,16:58:00,Cash,476.19%,3.749,5.6
612-36-5536,A,Yangon,Member,Male,Food and beverages, ? 55.00 ,8,32.384, ? 472.38 ,2/17/2019,11:12:00,Credit card,476.19%,32.384,7.4
605-72-4132,C,Naypyitaw,Normal,Female,Food and beverages, ? 79.00 ,8,37.788, ? 669.79 ,2/27/2019,15:12:00,Cash,476.19%,37.788,9.1
471-41-2823,C,Naypyitaw,Normal,Male,Food and beverages, ? 96.00 ,2,9.979, ? 201.98 ,03-07-2019,20:37:00,Ewallet,476.19%,9.979,8
462-67-9126,A,Yangon,Normal,Male,Home and lifestyle, ? 56.00 ,6,21.966, ? 357.97 ,1/21/2019,17:44:00,Cash,476.19%,21.966,7.2
272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages, ? 72.00 ,4,8.248, ? 296.25 ,2/19/2019,16:23:00,Cash,476.19%,8.248,7.1
834-25-9262,C,Naypyitaw,Normal,Female,Fashion accessories, ? 87.00 ,4,16.336, ? 364.34 ,01-06-2019,12:12:00,Cash,476.19%,16.336,9.1
122-61-9553,C,Naypyitaw,Normal,Female,Electronic accessories, ? 71.00 ,9,23.094, ? 662.09 ,3/14/2019,19:33:00,Cash,476.19%,23.094,5.6
468-88-0009,A,Yangon,Member,Male,Home and lifestyle, ? 71.00 ,4,13.188, ? 297.19 ,3/24/2019,10:29:00,Cash,476.19%,13.188,6
613-59-9758,C,Naypyitaw,Normal,Female,Sports and travel, ? 68.00 ,10,7.18, ? 687.18 ,1/27/2019,14:28:00,Cash,476.19%,7.18,5.4
254-31-0042,A,Yangon,Member,Male,Electronic accessories, ? 46.00 ,9,9.675, ? 423.68 ,03-06-2019,12:46:00,Credit card,476.19%,9.675,7.8
201-86-2184,B,Mandalay,Member,Female,Electronic accessories, ? 94.00 ,7,9.191, ? 667.19 ,02-02-2019,19:40:00,Cash,476.19%,9.191,9.9
261-12-8671,B,Mandalay,Normal,Female,Fashion accessories, ? 62.00 ,2,6.096, ? 130.10 ,1/25/2019,19:39:00,Credit card,476.19%,6.096,4.9
730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle, ? 74.00 ,6,21.033, ? 465.03 ,3/14/2019,17:54:00,Ewallet,476.19%,21.033,5.2
382-25-8917,C,Naypyitaw,Normal,Male,Fashion accessories, ? 89.00 ,6,12.624, ? 546.62 ,1/29/2019,12:25:00,Cash,476.19%,12.624,8.9
422-29-8786,A,Yangon,Normal,Female,Home and lifestyle, ? 82.00 ,5,16.773, ? 426.77 ,01-03-2019,16:47:00,Credit card,476.19%,16.773,9.1
667-23-5919,A,Yangon,Member,Female,Fashion accessories, ? 54.00 ,5,24.175, ? 294.18 ,1/14/2019,12:52:00,Ewallet,476.19%,24.175,7
843-01-4703,B,Mandalay,Member,Female,Home and lifestyle, ? 47.00 ,9,15.921, ? 438.92 ,01-05-2019,19:50:00,Credit card,476.19%,15.921,9.6
743-88-1662,C,Naypyitaw,Normal,Male,Sports and travel, ? 53.00 ,7,33.422, ? 404.42 ,2/22/2019,18:17:00,Ewallet,476.19%,33.422,8.7
595-86-2894,C,Naypyitaw,Member,Male,Fashion accessories, ? 93.00 ,4,19.396, ? 391.40 ,02-06-2019,17:20:00,Ewallet,476.19%,19.396,9.4
182-69-8360,B,Mandalay,Normal,Female,Electronic accessories, ? 45.00 ,4,4.73, ? 184.73 ,1/30/2019,13:32:00,Credit card,476.19%,4.73,4
289-15-7034,A,Yangon,Member,Male,Sports and travel, ? 81.00 ,4,16.466, ? 340.47 ,01-11-2019,10:37:00,Credit card,476.19%,16.466,7.5
462-78-5240,C,Naypyitaw,Normal,Female,Electronic accessories, ? 86.00 ,2,2.661, ? 174.66 ,3/19/2019,14:35:00,Cash,476.19%,2.661,4.2
868-52-7573,B,Mandalay,Normal,Female,Food and beverages, ? 60.00 ,5,24.923, ? 324.92 ,1/14/2019,12:09:00,Cash,476.19%,24.923,9.9
153-58-4872,C,Naypyitaw,Member,Female,Food and beverages, ? 70.00 ,4,14.978, ? 294.98 ,03-01-2019,15:32:00,Ewallet,476.19%,14.978,4.2
662-72-2873,A,Yangon,Normal,Female,Food and beverages, ? 65.00 ,5,10.235, ? 335.24 ,01-06-2019,13:58:00,Ewallet,476.19%,10.235,9.9
525-88-7307,B,Mandalay,Member,Male,Sports and travel, ? 100.00 ,1,3.791, ? 103.79 ,1/31/2019,13:19:00,Cash,476.19%,3.791,5.8
689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages, ? 59.00 ,6,14.031, ? 368.03 ,03-11-2019,13:37:00,Cash,476.19%,14.031,6
725-56-0833,A,Yangon,Normal,Female,Health and beauty, ? 91.00 ,10,16.16, ? 926.16 ,2/20/2019,16:49:00,Credit card,476.19%,16.16,10
394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories, ? 51.00 ,9,24.332, ? 483.33 ,1/27/2019,14:55:00,Ewallet,476.19%,24.332,9.5
596-42-3999,B,Mandalay,Normal,Male,Food and beverages, ? 84.00 ,7,6.377, ? 594.38 ,03-10-2019,14:04:00,Credit card,476.19%,6.377,6.6
541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories, ? 94.00 ,3,12.072, ? 294.07 ,2/15/2019,12:31:00,Cash,476.19%,12.072,8.1
173-82-9529,B,Mandalay,Normal,Female,Fashion accessories, ? 99.00 ,10,18.975," ? 1,008.98 ",1/26/2019,14:51:00,Cash,476.19%,18.975,9.7
563-36-9814,A,Yangon,Member,Male,Electronic accessories, ? 77.00 ,1,3.841, ? 80.84 ,2/13/2019,18:27:00,Ewallet,476.19%,3.841,7.2
308-47-4913,A,Yangon,Member,Female,Sports and travel, ? 76.00 ,10,26.13, ? 786.13 ,03-09-2019,12:45:00,Credit card,476.19%,26.13,6.2
885-17-6250,A,Yangon,Normal,Female,Health and beauty, ? 80.00 ,1,3.987, ? 83.99 ,03-06-2019,10:36:00,Ewallet,476.19%,3.987,7.3
726-27-2396,A,Yangon,Normal,Female,Health and beauty, ? 94.00 ,5,19.375, ? 489.38 ,1/24/2019,20:36:00,Ewallet,476.19%,19.375,4.3
316-01-3952,A,Yangon,Normal,Female,Food and beverages, ? 62.00 ,5,13.568, ? 323.57 ,3/13/2019,14:16:00,Ewallet,476.19%,13.568,4.6
760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle, ? 89.00 ,9,6.116, ? 807.12 ,3/15/2019,10:26:00,Cash,476.19%,6.116,5.8
793-10-3222,B,Mandalay,Member,Female,Health and beauty, ? 67.00 ,6,12.318, ? 414.32 ,03-05-2019,13:30:00,Credit card,476.19%,12.318,8.3
346-12-3257,B,Mandalay,Member,Male,Electronic accessories, ? 90.00 ,9,8.658, ? 818.66 ,03-04-2019,16:28:00,Cash,476.19%,8.658,8
110-05-6330,C,Naypyitaw,Normal,Female,Food and beverages, ? 59.00 ,6,11.829, ? 365.83 ,3/25/2019,20:18:00,Credit card,476.19%,11.829,9.4
651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle, ? 91.00 ,4,9.244, ? 373.24 ,03-12-2019,20:04:00,Credit card,476.19%,9.244,6.2
236-86-3015,C,Naypyitaw,Member,Male,Home and lifestyle, ? 84.00 ,1,0.699, ? 84.70 ,02-04-2019,13:38:00,Ewallet,476.19%,0.699,9.8
831-64-0259,B,Mandalay,Normal,Female,Fashion accessories, ? 63.00 ,5,9.938, ? 324.94 ,2/22/2019,10:43:00,Ewallet,476.19%,9.938,9.6
587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories, ? 81.00 ,7,34.227, ? 601.23 ,2/16/2019,17:30:00,Ewallet,476.19%,34.227,4.9
882-40-4577,A,Yangon,Member,Male,Sports and travel, ? 65.00 ,4,13.452, ? 273.45 ,1/19/2019,15:28:00,Credit card,476.19%,13.452,8
732-67-5346,A,Yangon,Normal,Male,Food and beverages, ? 74.00 ,5,3.448, ? 373.45 ,01-11-2019,19:07:00,Credit card,476.19%,3.448,7.8
725-32-9708,B,Mandalay,Member,Female,Fashion accessories, ? 71.00 ,4,13.742, ? 297.74 ,01-04-2019,19:01:00,Cash,476.19%,13.742,4.1
256-08-8343,A,Yangon,Normal,Female,Home and lifestyle, ? 79.00 ,4,11.306, ? 327.31 ,03-04-2019,19:48:00,Ewallet,476.19%,11.306,5.5
372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories, ? 65.00 ,5,5.955, ? 330.96 ,1/28/2019,19:24:00,Ewallet,476.19%,5.955,5.4
244-08-0162,B,Mandalay,Normal,Female,Health and beauty, ? 55.00 ,10,17.105, ? 567.11 ,01-02-2019,13:00:00,Cash,476.19%,17.105,5.1
569-71-4390,B,Mandalay,Normal,Male,Sports and travel, ? 69.00 ,2,2.187, ? 140.19 ,1/25/2019,14:29:00,Ewallet,476.19%,2.187,6.9
132-23-6451,A,Yangon,Member,Male,Health and beauty, ? 100.00 ,5,5.243, ? 505.24 ,01-04-2019,13:21:00,Cash,476.19%,5.243,7.8
696-90-2548,A,Yangon,Normal,Male,Sports and travel, ? 70.00 ,3,3.876, ? 213.88 ,03-10-2019,18:55:00,Ewallet,476.19%,3.876,6.6
472-15-9636,A,Yangon,Normal,Male,Home and lifestyle, ? 82.00 ,8,20.372, ? 676.37 ,3/22/2019,19:36:00,Ewallet,476.19%,20.372,9.2
268-03-6164,B,Mandalay,Normal,Male,Health and beauty, ? 84.00 ,1,4.806, ? 88.81 ,1/25/2019,16:28:00,Ewallet,476.19%,4.806,7.8
750-57-9686,C,Naypyitaw,Normal,Female,Home and lifestyle, ? 83.00 ,4,9.076, ? 341.08 ,01-08-2019,13:48:00,Credit card,476.19%,9.076,8.7
186-09-3669,C,Naypyitaw,Member,Female,Health and beauty, ? 46.00 ,1,4.076, ? 50.08 ,1/22/2019,10:57:00,Ewallet,476.19%,4.076,9.2
848-07-1692,B,Mandalay,Normal,Female,Health and beauty, ? 46.00 ,2,5.722, ? 97.72 ,01-12-2019,17:13:00,Ewallet,476.19%,5.722,8.3
745-71-3520,A,Yangon,Member,Female,Electronic accessories, ? 76.00 ,7,8.827, ? 540.83 ,02-04-2019,10:23:00,Cash,476.19%,8.827,8.2
266-76-6436,C,Naypyitaw,Member,Female,Food and beverages, ? 80.00 ,3,5.79, ? 245.79 ,3/28/2019,13:57:00,Ewallet,476.19%,5.79,7.5
740-22-2500,C,Naypyitaw,Normal,Female,Electronic accessories, ? 83.00 ,3,12.608, ? 261.61 ,1/23/2019,13:29:00,Cash,476.19%,12.608,9.8
271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories, ? 83.00 ,10,48.605, ? 878.61 ,02-08-2019,13:00:00,Credit card,476.19%,48.605,8.7
301-81-8610,B,Mandalay,Member,Male,Fashion accessories, ? 49.00 ,8,10.168, ? 402.17 ,3/19/2019,19:42:00,Credit card,476.19%,10.168,6.7
489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories, ? 64.00 ,1,0.814, ? 64.81 ,03-09-2019,15:36:00,Cash,476.19%,0.814,5
198-84-7132,B,Mandalay,Member,Male,Fashion accessories, ? 77.00 ,9,18.275, ? 711.27 ,01-02-2019,13:40:00,Cash,476.19%,18.275,7
269-10-8440,A,Yangon,Member,Male,Health and beauty, ? 87.00 ,7,18.61, ? 627.61 ,1/21/2019,18:01:00,Cash,476.19%,18.61,8.9
650-98-6268,B,Mandalay,Member,Female,Food and beverages, ? 99.00 ,3,3.131, ? 300.13 ,3/20/2019,13:53:00,Credit card,476.19%,3.131,8
741-73-3559,B,Mandalay,Normal,Male,Sports and travel, ? 57.00 ,5,16.818, ? 301.82 ,2/27/2019,17:27:00,Cash,476.19%,16.818,6.9
325-77-6186,A,Yangon,Member,Female,Home and lifestyle, ? 61.00 ,10,45.325, ? 655.33 ,03-08-2019,10:53:00,Ewallet,476.19%,45.325,7.3
286-75-7818,B,Mandalay,Normal,Male,Fashion accessories, ? 98.00 ,2,6.908, ? 202.91 ,1/31/2019,19:48:00,Credit card,476.19%,6.908,6.9
574-57-9721,C,Naypyitaw,Normal,Male,Food and beverages, ? 67.00 ,2,4.327, ? 138.33 ,03-08-2019,16:53:00,Ewallet,476.19%,4.327,5.7
459-50-7686,A,Yangon,Normal,Female,Electronic accessories, ? 70.00 ,6,7.038, ? 427.04 ,1/13/2019,19:14:00,Ewallet,476.19%,7.038,6.4
616-87-0016,B,Mandalay,Normal,Male,Fashion accessories, ? 75.00 ,7,33.439, ? 558.44 ,03-09-2019,14:36:00,Credit card,476.19%,33.439,9.6
837-55-7229,B,Mandalay,Normal,Female,Fashion accessories, ? 51.00 ,1,2.372, ? 53.37 ,2/22/2019,18:19:00,Credit card,476.19%,2.372,6.8
751-69-0068,C,Naypyitaw,Normal,Male,Sports and travel, ? 61.00 ,9,44.658, ? 593.66 ,3/19/2019,19:09:00,Ewallet,476.19%,44.658,9
257-73-1380,C,Naypyitaw,Member,Male,Sports and travel, ? 59.00 ,4,16.586, ? 252.59 ,1/20/2019,16:51:00,Ewallet,476.19%,16.586,9.6
345-08-4992,A,Yangon,Normal,Male,Home and lifestyle, ? 59.00 ,6,10.197, ? 364.20 ,03-08-2019,15:37:00,Credit card,476.19%,10.197,7.7
549-96-4200,C,Naypyitaw,Member,Male,Food and beverages, ? 66.00 ,4,3.408, ? 267.41 ,03-08-2019,20:15:00,Ewallet,476.19%,3.408,7
810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories, ? 73.00 ,8,16.344, ? 600.34 ,02-07-2019,14:38:00,Credit card,476.19%,16.344,6.5
450-28-2866,C,Naypyitaw,Member,Male,Food and beverages, ? 93.00 ,5,4.36, ? 469.36 ,1/15/2019,19:25:00,Cash,476.19%,4.36,8.1
394-30-3170,B,Mandalay,Member,Female,Sports and travel, ? 64.00 ,8,35.372, ? 547.37 ,3/22/2019,19:35:00,Credit card,476.19%,35.372,4.3
138-17-5109,A,Yangon,Member,Female,Home and lifestyle, ? 51.00 ,9,40.145, ? 499.14 ,1/15/2019,15:42:00,Credit card,476.19%,40.145,6.5
192-98-7397,C,Naypyitaw,Normal,Male,Fashion accessories, ? 64.00 ,1,0.639, ? 64.64 ,01-08-2019,14:11:00,Ewallet,476.19%,0.639,9.5
301-11-9629,A,Yangon,Normal,Female,Sports and travel, ? 48.00 ,7,6.685, ? 342.69 ,1/15/2019,10:43:00,Cash,476.19%,6.685,9.7
390-80-5128,B,Mandalay,Member,Female,Health and beauty, ? 81.00 ,1,0.958, ? 81.96 ,1/28/2019,17:58:00,Credit card,476.19%,0.958,9.5
235-46-8343,C,Naypyitaw,Member,Male,Food and beverages, ? 88.00 ,10,13.83, ? 893.83 ,2/14/2019,11:26:00,Credit card,476.19%,13.83,8.9
453-12-7053,C,Naypyitaw,Normal,Male,Fashion accessories, ? 99.00 ,3,6.861, ? 303.86 ,03-10-2019,17:38:00,Credit card,476.19%,6.861,6.5
296-11-7041,B,Mandalay,Member,Female,Health and beauty, ? 98.00 ,1,1.354, ? 99.35 ,01-12-2019,20:07:00,Credit card,476.19%,1.354,5.3
449-27-2918,B,Mandalay,Member,Female,Sports and travel, ? 61.00 ,1,1.956, ? 62.96 ,3/26/2019,11:02:00,Credit card,476.19%,1.956,9.6
891-01-7034,B,Mandalay,Normal,Female,Electronic accessories, ? 97.00 ,6,22.413, ? 604.41 ,01-01-2019,19:07:00,Cash,476.19%,22.413,6.7
744-09-5786,B,Mandalay,Normal,Male,Electronic accessories, ? 66.00 ,6,6.603, ? 402.60 ,01-02-2019,18:50:00,Cash,476.19%,6.603,7.6
727-17-0390,A,Yangon,Normal,Female,Food and beverages, ? 68.00 ,5,15.903, ? 355.90 ,3/16/2019,12:43:00,Ewallet,476.19%,15.903,4.8
568-88-3448,A,Yangon,Normal,Male,Health and beauty, ? 78.00 ,1,1.25, ? 79.25 ,03-03-2019,15:09:00,Ewallet,476.19%,1.25,5.5
187-83-5490,A,Yangon,Member,Male,Electronic accessories, ? 54.00 ,4,4.154, ? 220.15 ,1/31/2019,13:47:00,Cash,476.19%,4.154,4.7
767-54-1907,B,Mandalay,Member,Female,Fashion accessories, ? 64.00 ,5,7.39, ? 327.39 ,2/13/2019,16:59:00,Cash,476.19%,7.39,6.9
710-46-4433,B,Mandalay,Member,Female,Food and beverages, ? 55.00 ,9,34.83, ? 529.83 ,2/15/2019,14:15:00,Credit card,476.19%,34.83,4.5
533-33-5337,B,Mandalay,Normal,Male,Electronic accessories, ? 49.00 ,10,39.695, ? 529.70 ,02-07-2019,20:24:00,Cash,476.19%,39.695,6.2
325-90-8763,C,Naypyitaw,Member,Female,Electronic accessories, ? 60.00 ,10,23.285, ? 623.29 ,1/27/2019,13:58:00,Cash,476.19%,23.285,7.6
729-46-7422,C,Naypyitaw,Normal,Male,Food and beverages, ? 71.00 ,1,1.795, ? 72.79 ,2/23/2019,16:52:00,Credit card,476.19%,1.795,7.9
639-76-1242,C,Naypyitaw,Normal,Male,Food and beverages, ? 94.00 ,5,10.13, ? 480.13 ,02-03-2019,15:19:00,Cash,476.19%,10.13,4.5
234-03-4040,B,Mandalay,Member,Female,Food and beverages, ? 47.00 ,10,36.525, ? 506.53 ,03-03-2019,12:25:00,Credit card,476.19%,36.525,8.7
326-71-2155,C,Naypyitaw,Normal,Female,Sports and travel, ? 47.00 ,4,14.79, ? 202.79 ,02-03-2019,10:02:00,Cash,476.19%,14.79,6.1
320-32-8842,C,Naypyitaw,Member,Female,Food and beverages, ? 86.00 ,1,1.131, ? 87.13 ,3/17/2019,18:58:00,Cash,476.19%,1.131,6.4
470-32-9057,A,Yangon,Member,Male,Food and beverages, ? 78.00 ,5,12.835, ? 402.84 ,3/28/2019,15:31:00,Credit card,476.19%,12.835,9.1
878-30-2331,C,Naypyitaw,Member,Female,Sports and travel, ? 90.00 ,10,27.275, ? 927.28 ,03-02-2019,11:22:00,Credit card,476.19%,27.275,7.1
440-59-5691,C,Naypyitaw,Member,Female,Health and beauty, ? 63.00 ,7,13.003, ? 454.00 ,02-08-2019,13:12:00,Credit card,476.19%,13.003,7.7
554-53-3790,B,Mandalay,Normal,Male,Sports and travel, ? 48.00 ,6,11.106, ? 299.11 ,3/22/2019,18:33:00,Cash,476.19%,11.106,4.5
746-19-0921,C,Naypyitaw,Normal,Male,Food and beverages, ? 92.00 ,1,1.079, ? 93.08 ,02-09-2019,10:02:00,Ewallet,476.19%,1.079,7.2
233-34-0817,C,Naypyitaw,Member,Female,Electronic accessories, ? 61.00 ,1,4.942, ? 65.94 ,2/15/2019,11:21:00,Cash,476.19%,4.942,8.4
767-05-1286,C,Naypyitaw,Member,Female,Home and lifestyle, ? 98.00 ,6,25.131, ? 613.13 ,1/23/2019,12:10:00,Ewallet,476.19%,25.131,5.4
340-21-9136,A,Yangon,Member,Female,Sports and travel, ? 60.00 ,4,8.01, ? 248.01 ,1/25/2019,11:40:00,Cash,476.19%,8.01,9.7
405-31-3305,A,Yangon,Member,Male,Fashion accessories, ? 83.00 ,10,21.565, ? 851.57 ,02-02-2019,18:31:00,Credit card,476.19%,21.565,5.5
731-59-7531,B,Mandalay,Member,Male,Health and beauty, ? 72.00 ,8,29.028, ? 605.03 ,3/30/2019,17:58:00,Cash,476.19%,29.028,4.6
676-39-6028,A,Yangon,Member,Female,Electronic accessories, ? 95.00 ,5,16.11, ? 491.11 ,3/30/2019,17:04:00,Cash,476.19%,16.11,6.6
502-05-1910,A,Yangon,Normal,Male,Health and beauty, ? 74.00 ,3,9.777, ? 231.78 ,2/25/2019,20:35:00,Credit card,476.19%,9.777,6.3
485-30-8700,A,Yangon,Normal,Female,Sports and travel, ? 46.00 ,5,8.315, ? 238.32 ,3/18/2019,16:10:00,Credit card,476.19%,8.315,4.2
598-47-9715,C,Naypyitaw,Normal,Male,Electronic accessories, ? 51.00 ,4,16.814, ? 220.81 ,03-07-2019,16:54:00,Ewallet,476.19%,16.814,4.4
701-69-8742,B,Mandalay,Normal,Male,Sports and travel, ? 49.00 ,10,17.185, ? 507.19 ,3/16/2019,10:11:00,Ewallet,476.19%,17.185,6.7
575-67-1508,A,Yangon,Normal,Male,Electronic accessories, ? 49.00 ,1,1.93, ? 50.93 ,1/29/2019,11:26:00,Ewallet,476.19%,1.93,6.7
541-08-3113,C,Naypyitaw,Normal,Male,Food and beverages, ? 45.00 ,8,26.388, ? 386.39 ,02-02-2019,20:29:00,Cash,476.19%,26.388,8.4
246-11-3901,C,Naypyitaw,Normal,Female,Electronic accessories, ? 94.00 ,10,16.4, ? 956.40 ,2/15/2019,12:12:00,Cash,476.19%,16.4,6.2
674-15-9296,A,Yangon,Normal,Male,Sports and travel, ? 56.00 ,5,9.285, ? 289.29 ,01-08-2019,13:05:00,Ewallet,476.19%,9.285,5
305-18-3552,B,Mandalay,Member,Male,Home and lifestyle, ? 91.00 ,10,30.19, ? 940.19 ,02-12-2019,16:19:00,Cash,476.19%,30.19,6
493-65-6248,C,Naypyitaw,Member,Female,Sports and travel, ? 86.00 ,10,18.49, ? 878.49 ,01-01-2019,19:48:00,Credit card,476.19%,18.49,7
438-01-4015,B,Mandalay,Member,Female,Sports and travel, ? 47.00 ,4,9.898, ? 197.90 ,3/21/2019,15:25:00,Ewallet,476.19%,9.898,6.6
709-58-4068,B,Mandalay,Normal,Female,Fashion accessories, ? 48.00 ,10,20.545, ? 500.55 ,2/28/2019,14:42:00,Cash,476.19%,20.545,7.3
795-49-7276,A,Yangon,Normal,Male,Fashion accessories, ? 45.00 ,4,7.43, ? 187.43 ,3/23/2019,18:59:00,Ewallet,476.19%,7.43,8.3
556-72-8512,C,Naypyitaw,Normal,Male,Home and lifestyle, ? 99.00 ,1,1.148, ? 100.15 ,1/30/2019,20:47:00,Cash,476.19%,1.148,4.3
627-95-3243,B,Mandalay,Member,Female,Home and lifestyle, ? 88.00 ,9,34.956, ? 826.96 ,02-04-2019,13:21:00,Ewallet,476.19%,34.956,9.8
686-41-0932,B,Mandalay,Normal,Female,Fashion accessories, ? 56.00 ,2,3.47, ? 115.47 ,3/13/2019,19:48:00,Ewallet,476.19%,3.47,8.2
510-09-5628,A,Yangon,Member,Female,Fashion accessories, ? 81.00 ,10,9.83, ? 819.83 ,3/15/2019,18:20:00,Credit card,476.19%,9.83,7.2
608-04-3797,B,Mandalay,Member,Female,Health and beauty, ? 75.00 ,8,10.128, ? 610.13 ,03-05-2019,20:24:00,Ewallet,476.19%,10.128,8.7
148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle, ? 78.00 ,10,6.06, ? 786.06 ,03-05-2019,13:44:00,Credit card,476.19%,6.06,8.4
